0,0.001613114507868886
1,0.001611601347103715
2,0.0016114137573167682
3,0.0016161897387355565
4,0.001612803241237998
5,0.0016124061457812786
6,0.0016121299182996153
7,0.0016132563566789032
8,0.0016166839450597764
9,0.0016166745964437722
10,0.001682335634715855
11,0.001619450251571834
12,0.0016189071480184794
13,0.0016119802063331008
14,0.0016150575205683708
15,0.0016363813290372492
16,0.0016449674163013697
17,0.0016120184678584336
18,0.0016330518871545791
19,0.0016126703759655357
20,0.0016982640428468586
21,0.0016596330087631941
22,0.001643495955504477
